@relation 'GSPCext-weka.filters.unsupervised.attribute.Remove-R6-10,12-13,20,26-29,31-35-weka.filters.unsupervised.instance.RemoveRange-R1-19396'

@attribute Open numeric
@attribute High numeric
@attribute Low numeric
@attribute Close numeric
@attribute Volume numeric
@attribute Return numeric
@attribute '\%K14' numeric
@attribute '\%D3' numeric
@attribute 'Slow\%D3' numeric
@attribute Momentum numeric
@attribute ROC numeric
@attribute '\%R' numeric
@attribute MA5 numeric
@attribute MA10 numeric
@attribute Disparity5 numeric
@attribute Disparity10 numeric
@attribute OSCP numeric
@attribute CCI numeric
@attribute RSI numeric

@data
1216.959961,1219.099976,1210.650024,1216.099976,1714530000,-0.000707,87.902978,91.136903,89.758743,18.589966,101.552385,12.097022,1210.901978,1204.629993,100.429267,100.952158,-0.51796,66.666667,66.562839
1216.099976,1217.130005,1211.859985,1213.609985,1720700000,-0.002048,79.128438,85.983256,89.424361,16.349975,101.365616,20.871562,1212.841968,1206.26499,100.063324,100.608904,-0.542278,66.666667,64.007987
1213.609985,1219.589966,1211.689941,1213.880005,1823250000,0.000222,79.965049,82.332155,86.484105,19.209961,101.607972,20.034951,1214.301978,1208.185986,99.96525,100.471287,-0.503663,66.666667,64.168928
1213.880005,1216.449951,1200.719971,1200.72998,2029920000,-0.010833,33.824611,64.306032,77.540481,-0.200074,99.98334,66.175389,1212.255981,1208.165979,99.049211,99.384522,-0.337388,66.666667,51.981136
1200.72998,1200.900024,1191.449951,1191.569946,2418800000,-0.007629,1.68414,38.491267,61.709818,-6.540039,99.454137,98.31586,1207.177978,1207.511975,98.707065,98.679762,0.027668,-66.666667,45.436432
1191.569946,1194.329956,1188.300049,1190.689941,1738620000,-0.000739,7.637898,14.382216,39.059838,-10.130005,99.156409,92.362102,1202.095971,1206.498975,99.051155,98.689677,0.366277,-66.666667,44.847746
1190.689941,1202.540039,1190.689941,1201.569946,1772410000,0.009138,42.409499,17.243846,23.372443,-2.340088,99.805626,57.590501,1199.687964,1206.264966,100.156873,99.61078,0.548226,-66.666667,52.967244
1201.569946,1204.069946,1198.699951,1199.849976,1769280000,-0.001431,36.912616,28.986671,20.204244,-6.72998,99.442227,63.087384,1196.881958,1205.591968,100.247979,99.52372,0.727725,-66.666667,51.683599
1199.849976,1203.27002,1190.51001,1191.329956,2109490000,-0.007101,9.683333,29.668483,25.299667,-19.630005,98.378972,90.316667,1195.001953,1203.628967,99.69272,98.978173,0.721925,-66.666667,45.759224
1191.329956,1197.890015,1191.329956,1194.439941,1593820000,0.002611,19.62259,22.072846,26.909333,-22.52002,98.149486,80.37741,1195.575952,1201.376965,99.904982,99.422577,0.485207,-66.666667,48.113936
1194.439941,1206.339966,1192.48999,1204.98999,1805820000,0.008833,53.339678,27.548534,26.429954,-11.109986,99.086425,46.660322,1198.435962,1200.265967,100.546882,100.393581,0.152699,-66.666667,55.200471
1204.98999,1206.109985,1194.780029,1194.939941,1883470000,-0.00834,21.220548,31.394272,27.005217,-18.670044,98.461611,78.779452,1197.109961,1198.398962,99.818728,99.711363,0.107676,-66.666667,48.468775
1194.939941,1198.459961,1183.550049,1197.869995,1952440000,0.002452,39.733571,38.097933,32.346913,-16.01001,98.681088,60.266429,1196.713965,1196.797961,100.0966,100.089575,0.007019,-66.666667,50.38448
1197.869995,1212.72998,1197.199951,1211.859985,1900810000,0.011679,78.551613,46.501911,38.664705,11.130005,100.926937,21.448387,1200.81997,1197.910962,100.919373,101.164446,-0.242252,66.666667,58.330343
1211.859985,1220.030029,1211.859985,1219.439941,1846300000,0.006255,98.382433,72.222539,52.274127,27.869995,102.338931,1.617567,1205.81997,1200.697961,101.129519,101.560924,-0.424774,66.666667,61.853778
1219.439941,1225.540039,1216.599976,1222.209961,1932010000,0.002272,92.069353,89.6678,69.464083,31.52002,102.647206,7.930647,1209.263965,1203.849963,101.070568,101.525107,-0.44771,66.666667,63.074906
1222.209961,1224.459961,1219.640015,1223.290039,1812500000,0.000884,94.64158,95.031122,85.640487,21.720093,101.807643,5.35842,1214.933984,1206.021972,100.687779,101.43182,-0.733539,66.666667,63.563577
1223.290039,1233.160034,1223.290039,1226.5,2048710000,0.002624,86.575215,91.095382,91.931435,26.650024,102.221113,13.424785,1220.659985,1208.686975,100.478431,101.47375,-0.980864,66.666667,65.042942
1226.5,1229.530029,1223.5,1227.920044,1716400000,0.001158,89.43763,90.218142,92.114882,36.590088,103.071365,10.56237,1223.871997,1212.345984,100.330757,101.284622,-0.941766,66.666667,65.704586
1227.920044,1227.920044,1221.130005,1221.130005,1582100000,-0.00553,75.750791,83.921212,88.411579,26.690064,102.234525,24.249209,1224.21001,1215.01499,99.748409,100.503287,-0.751098,66.666667,59.875612
1221.130005,1230.339966,1221.130005,1229.349976,2041280000,0.006731,92.319978,85.836133,86.658496,24.359986,102.021592,7.680022,1225.638013,1217.450989,100.30286,100.977369,-0.667981,66.666667,64.055975
1229.349976,1236.560059,1222.910034,1235.199951,2063340000,0.004759,97.434243,88.50167,86.086338,40.26001,103.369208,2.565757,1228.019995,1221.47699,100.584677,101.123473,-0.532809,66.666667,66.697402
1235.199951,1235.829956,1224.699951,1227.040039,2129840000,-0.006606,82.04109,90.598437,88.31208,29.170044,102.435159,17.95891,1228.128003,1224.393994,99.911413,100.216111,-0.304041,66.666667,60.094964
1227.040039,1234.189941,1226.150024,1233.680054,1766990000,0.005411,94.567054,91.347462,90.14919,21.820069,101.800544,5.432946,1229.280005,1226.576001,100.357937,100.579178,-0.219966,66.666667,63.299833
1233.680054,1238.359985,1228.150024,1229.030029,1717580000,-0.003769,82.977619,86.528588,89.491496,9.590088,100.786434,17.022381,1230.86001,1227.53501,99.851325,100.12179,-0.270136,66.666667,59.703113
1229.030029,1234.420044,1229.030029,1231.160034,1934180000,0.001733,86.863785,88.136153,88.670734,8.950073,100.732286,13.136215,1231.222021,1228.430017,99.994965,100.222236,-0.226767,66.666667,60.805858
1231.160034,1237.640015,1230.150024,1236.790039,1945800000,0.004573,96.185751,88.675719,87.780153,13.5,101.103581,3.814249,1231.540039,1229.780017,100.426296,100.570022,-0.142912,66.666667,63.633752
1236.790039,1245.150024,1235.810059,1243.719971,2001680000,0.005603,95.704262,92.917933,89.909935,17.219971,101.403993,4.295738,1234.876025,1231.502014,100.716181,100.992118,-0.273227,66.666667,66.795069
1243.719971,1245.040039,1234.180054,1234.180054,1789600000,-0.00767,61.576352,84.488788,88.694147,6.26001,100.509806,38.423648,1234.976025,1232.128015,99.935548,100.166544,-0.230613,66.666667,59.207233
1234.180054,1239.099976,1233.800049,1235.349976,1716870000,0.000948,61.583518,72.95471,83.45381,14.219971,101.164493,38.416482,1236.240015,1233.550012,99.928004,100.145917,-0.217595,66.666667,59.814782
1235.349976,1244.689941,1235.349976,1244.119995,2043120000,0.007099,95.711789,72.95722,76.80024,14.770019,101.201449,4.288211,1238.832007,1235.027014,100.426853,100.736258,-0.307144,66.666667,64.124178
1244.119995,1245.859985,1240.569946,1245.040039,1999980000,0.00074,96.684405,84.659904,76.857278,9.840088,100.796639,3.315595,1240.482007,1236.011023,100.36744,100.730496,-0.360423,66.666667,64.550639
1245.040039,1245.040039,1235.150024,1235.859985,1981220000,-0.007373,59.563251,83.986482,80.534535,8.819946,100.718799,40.436749,1238.91001,1236.893018,99.753814,99.916482,-0.162804,66.666667,57.244153
1235.859985,1235.859985,1225.619995,1226.420044,1930280000,-0.007638,21.391198,59.212951,75.953112,-7.26001,99.411516,78.608802,1237.358008,1236.167017,99.116023,99.211517,-0.096253,-66.666667,50.825912
1226.420044,1232.280029,1222.670044,1223.130005,1804140000,-0.002683,1.98345,27.645966,56.948466,-5.900024,99.519945,98.01655,1234.914014,1235.577014,99.045763,98.992616,0.053688,-66.666667,48.758251
1223.130005,1234.109985,1223.130005,1231.380005,1897520000,0.006745,37.55922,20.31129,35.723402,0.219971,100.017867,62.44078,1232.366016,1235.599011,99.91999,99.658546,0.262341,-66.666667,53.842647
1231.380005,1242.689941,1226.579956,1229.130005,2172320000,-0.001827,27.856738,22.466469,23.474575,-7.660034,99.380652,72.143262,1229.184009,1234.833008,99.995607,99.538156,0.459573,-66.666667,52.327892
1229.130005,1237.810059,1228.329956,1237.810059,1941560000,0.007062,65.286992,43.56765,28.781803,-5.909912,99.52482,34.713008,1229.574024,1234.242017,100.669828,100.289088,0.379643,-66.666667,57.324893
1237.810059,1237.810059,1225.869995,1230.390015,1709300000,-0.005994,33.290171,42.144634,36.059584,-3.790039,99.69291,66.709829,1230.368018,1233.863013,100.001788,99.718526,0.284061,-66.666667,52.31231
1230.400024,1236.23999,1226.199951,1233.869995,1562880000,0.002828,48.296591,48.957918,44.890067,-1.479981,99.880197,51.703409,1232.516016,1233.715015,100.109855,100.012562,0.097281,-66.666667,54.340979
1233.869995,1233.869995,1219.050049,1219.339966,1820410000,-0.011776,1.081379,27.556047,39.552866,-24.780029,98.008228,98.918621,1230.108008,1231.237012,99.124626,99.033732,0.091781,-66.666667,45.636127
1219.339966,1225.630005,1218.069946,1220.23999,1859150000,0.000738,7.808712,19.062227,31.858731,-24.800049,98.008092,92.191288,1228.330005,1228.757007,99.341381,99.306859,0.034763,-66.666667,46.217681
1220.23999,1222.640015,1215.930054,1219.02002,1808170000,-0.001,10.324,6.404697,17.674324,-16.839965,98.637389,89.676,1224.571997,1227.07301,99.546619,99.343724,0.204236,-66.666667,45.507575
1219.02002,1225.079956,1219.02002,1219.709961,1558790000,0.000566,12.629187,10.253966,11.906963,-6.710083,99.452872,87.370813,1222.435986,1226.402002,99.777001,99.454335,0.324435,-66.666667,46.013265
1219.709961,1228.959961,1216.469971,1221.72998,1621330000,0.001656,19.378347,14.110511,10.256391,-1.400025,99.885538,80.621653,1220.007983,1226.262,100.141146,99.63042,0.512621,-66.666667,47.547172
1221.72998,1223.040039,1214.439941,1217.589966,1678620000,-0.003389,10.294166,14.100567,12.821682,-13.790039,98.880115,89.705834,1219.657983,1224.882996,99.830443,99.404594,0.4284,-66.666667,44.745764
1217.569946,1224.150024,1209.369995,1209.589966,1930800000,-0.00657,0.660178,10.110897,12.773992,-19.540039,98.410254,99.339822,1217.527979,1222.928992,99.348022,98.909256,0.443605,-66.666667,39.843909
1209.589966,1213.72998,1209.569946,1212.369995,1571110000,0.002298,9.003616,6.652654,10.288039,-25.440064,97.944752,90.996384,1216.197974,1220.384985,99.68525,99.343241,0.344271,-66.666667,42.228053
1212.400024,1212.400024,1204.22998,1205.099976,1541090000,-0.005997,2.262082,3.975292,6.912948,-25.290039,97.944551,97.737918,1213.275977,1217.855982,99.326122,98.952585,0.377491,-66.666667,37.996757
1205.099976,1214.280029,1201.530029,1212.280029,1599450000,0.005958,26.117646,12.461115,7.696353,-21.589966,98.250224,73.882354,1211.385986,1215.696985,100.073803,99.71893,0.355873,-66.666667,44.00079
1212.280029,1212.280029,1201.069946,1208.410034,1916470000,-0.003192,19.978403,16.119377,10.851928,-10.929932,99.103619,80.021597,1209.55,1214.603992,99.905753,99.490043,0.417841,-66.666667,41.672355
1208.410034,1220.359985,1204.400024,1220.329956,2365510000,0.009864,52.422294,32.839448,20.473313,0.089966,100.007373,47.577706,1211.697998,1214.612988,100.712385,100.470682,0.240571,-66.666667,50.40555
1220.329956,1227.290039,1216.180054,1221.589966,2229860000,0.001033,58.345164,43.581954,30.846926,2.569946,100.210821,41.654836,1213.541992,1214.869983,100.66318,100.553144,0.109431,66.666667,51.228712
1221.589966,1224.449951,1217.75,1218.02002,1640160000,-0.002922,51.676978,54.148145,43.523182,-1.689941,99.861447,48.323022,1216.126001,1214.700989,100.155742,100.273239,-0.117176,66.666667,48.761787
1218.02002,1233.609985,1218.02002,1233.390015,1932090000,0.012619,99.324002,69.782048,55.837382,11.660035,100.954387,0.675998,1220.347998,1215.866992,101.068713,101.441196,-0.367191,66.666667,58.136286
1233.390015,1237.060059,1230.930054,1236.359985,2067700000,0.002408,98.054816,83.018598,68.982931,18.770019,101.541571,1.945184,1225.937988,1217.743994,100.850124,101.528728,-0.668386,66.666667,59.653265
1236.359985,1236.359985,1229.51001,1231.670044,1955380000,-0.003793,85.023623,94.134147,82.311598,22.080078,101.825418,14.976377,1228.206006,1219.952002,100.28204,100.960533,-0.672037,66.666667,56.198474
1231.670044,1243.130005,1231.670044,1241.47998,1992560000,0.007965,96.076979,93.051806,90.068184,29.109985,102.401081,3.923021,1232.184009,1222.863,100.75443,101.522409,-0.756462,66.666667,61.270314
1241.47998,1242.599976,1239.150024,1240.560059,1938050000,-0.000741,93.889818,91.663473,92.949809,35.460083,102.942501,6.110182,1236.692017,1226.409009,100.312773,101.153861,-0.831493,66.666667,60.567661
1240.569946,1240.569946,1231.199951,1231.199951,2082360000,-0.007545,71.63567,87.200822,90.638701,18.919922,101.560689,28.36433,1236.254004,1228.301001,99.59118,100.236013,-0.643315,66.666667,53.801781
1231.199951,1234.73999,1226.160034,1227.160034,1986750000,-0.003281,62.030555,75.852014,84.905437,18.75,101.551626,37.969445,1234.414014,1230.176001,99.412354,99.754835,-0.343322,66.666667,51.126935
1227.160034,1231.880005,1224.849976,1227.72998,2079340000,0.000464,63.385631,65.683952,76.245596,7.400024,100.606395,36.614369,1233.626001,1230.916003,99.522058,99.741166,-0.219677,66.666667,51.494527
1228.420044,1237.949951,1228.420044,1237.910034,3152470000,0.008292,87.589245,71.00181,70.845926,16.320068,101.335969,12.410755,1232.912012,1232.54801,100.405384,100.435036,-0.029524,66.666667,57.622679
1237.910034,1237.910034,1227.650024,1231.02002,2076540000,-0.005566,71.207874,74.060917,70.248893,13,101.067306,28.792126,1231.004004,1233.84801,100.001301,99.770799,0.231031,66.666667,52.80048
1231.02002,1236.48999,1220.069946,1221.339966,2319250000,-0.007863,43.738576,67.511898,70.858208,-12.050049,99.023014,56.261424,1229.032007,1232.643005,99.374138,99.083024,0.293808,-66.666667,46.836911
1221.339966,1221.52002,1209.890015,1210.199951,2548150000,-0.009121,0.932419,38.62629,60.066368,-26.160034,97.884109,99.067581,1225.63999,1230.027002,98.740247,98.38808,0.357936,-66.666667,41.045842
1210.199951,1216.640015,1205.349976,1214.619995,2424720000,0.003652,24.536823,23.069273,43.069154,-17.050049,98.615697,75.463177,1223.017993,1228.321997,99.313338,98.884494,0.433682,-66.666667,44.030058
1214.619995,1218.829956,1209.800049,1215.290039,1973020000,0.000552,26.310364,17.259869,26.318477,-26.189941,97.890426,73.689636,1218.493994,1225.703003,99.737056,99.15045,0.591633,-66.666667,44.487134
1215.290039,1222.560059,1211.839966,1215.630005,2022220000,0.00028,27.21022,26.019136,22.116092,-24.930054,97.990419,72.78978,1215.415991,1223.209998,100.017608,99.38032,0.641262,-66.666667,44.733608
1215.630005,1220.170044,1211.109985,1215.660034,1976270000,0.000025,27.289704,26.936762,23.405256,-15.539917,98.737823,72.710296,1214.280005,1221.656006,100.11365,99.509193,0.607438,-66.666667,44.756933
1215.660034,1220.97998,1212.719971,1216.890015,2106980000,0.001012,30.545342,28.348422,27.10144,-10.270019,99.163107,69.454658,1215.618018,1220.629004,100.104638,99.693683,0.412217,-66.666667,45.766561
1216.890015,1228.699951,1211.540039,1227.680054,2176120000,0.008867,59.946518,39.260521,31.515235,-0.049926,99.995933,40.053482,1218.230029,1220.624011,100.775718,100.578068,0.196513,-66.666667,53.744915
1227.680054,1229.569946,1225.219971,1228.810059,2097520000,0.00092,66.610173,52.367344,39.992096,-9.099975,99.264892,33.389827,1220.934033,1219.714014,100.645082,100.745752,-0.099925,66.666667,54.493307
